Race,Race_Grade,Restrict,Mare Limited,Dirt,Course,Distance,Frame,Win,Quinella,Show,Age,Mare,Stallion,P_rank,P_popular,P_restrict,P_marelimit,Jockey_change,Change_from_P_Grass,Change_from_P_Dirt,Change_from_P_Hurdle,P_class_Class,Weight_P_Weight,Distance_P_distance,Week_distance,P_overseas
Nikkei Sho 2017,2,,,,Nakayama,2500,three,,,,5,,1,4,11,,,1,,,,2,,5,1,
Nikkei Sho 2017,2,,,,Nakayama,2500,three,,,,4,,1,13,4,,,,,,,1,2,1,16,
Nikkei Sho 2017,2,,,,Nakayama,2500,four,,,,5,,1,7,1,,,,,,,5,1,-5,10,
Nikkei Sho 2017,2,,,,Nakayama,2500,four,,,,4,,1,1,1,,,1,,,,6,,1,7,
Nikkei Sho 2017,2,,,,Nakayama,2500,five,,,,4,,1,6,8,,,1,,,,1,,1,16,
Nikkei Sho 2017,2,,,,Nakayama,2500,five,,,1,6,,1,11,9,,,,,,,1,-1,,12,
Nikkei Sho 2017,2,,,,Nakayama,2500,six,,1,1,4,,1,3,3,,,1,,,,2,,3,8,
Nikkei Sho 2017,2,,,,Nakayama,2500,six,,,,6,,1,3,3,,,,,,,1,,,12,
Nikkei Sho 2017,2,,,,Nakayama,2500,seven,1,1,1,4,,1,2,2,,,1,,,,2,2,1,9,
Nikkei Sho 2017,2,,,,Nakayama,2500,seven,,,,6,,1,6,5,,,,,,,2,,7,3,
Nikkei Sho 2017,2,,,,Nakayama,2500,eight,,,,9,,1,9,11,,,1,,,,3,-1,-9,4,
Nikkei Sho 2017,2,,,,Nakayama,2500,eight,,,,9,,1,9,15,,,1,,,,2,,3,8,
Nikkei Sho 2016,2,,,,Nakayama,2500,one,,,,9,,1,8,13,,,,,,,2,,3,8,
Nikkei Sho 2016,2,,,,Nakayama,2500,two,,,1,5,1,,4,12,,,,,,,1,,,12,
Nikkei Sho 2016,2,,,,Nakayama,2500,three,,,,7,,1,1,2,,,1,,,,2,,3,8,
Nikkei Sho 2016,2,,,,Nakayama,2500,four,,1,1,5,,1,2,5,,,1,,,,1,-1,,12,
Nikkei Sho 2016,2,,,,Nakayama,2500,five,,,,6,,1,9,11,,,1,,,,5,3,7,2,
Nikkei Sho 2016,2,,,,Nakayama,2500,six,,,,8,,1,15,15,,,1,,,,2,,3,5,
Nikkei Sho 2016,2,,,,Nakayama,2500,seven,,,,5,,1,11,7,,,1,,,,1,,,12,
Nikkei Sho 2016,2,,,,Nakayama,2500,eight,,,,8,,1,14,6,,,,,,,3,,-9,4,
Nikkei Sho 2016,2,,,,Nakayama,2500,eight,1,1,1,5,,1,1,8,,,,,,,1,1,,12,
Nikkei Sho 2015,2,,,,Nakayama,2500,one,,,,8,,1,6,8,,,,,,,2,,3,8,
Nikkei Sho 2015,2,,,,Nakayama,2500,two,,,,6,,1,15,4,,,1,,,,3,-1.5,-9,4,
Nikkei Sho 2015,2,,,,Nakayama,2500,three,,1,1,7,,1,12,10,,,1,,,,1,,,12,
Nikkei Sho 2015,2,,,,Nakayama,2500,four,,,1,7,,1,5,2,,,,,,,2,,-11,15,
Nikkei Sho 2015,2,,,,Nakayama,2500,five,,,,6,,1,1,4,,,1,,,,2,1,3,8,
Nikkei Sho 2015,2,,,,Nakayama,2500,five,1,1,1,4,,1,1,6,,,,,,,2,1,1,9,
Nikkei Sho 2015,2,,,,Nakayama,2500,six,,,,5,,1,7,2,,,,,,,2,-1,1,9,
Nikkei Sho 2015,2,,,,Nakayama,2500,six,,,,7,,1,14,15,,,,,,,2,,3,8,
Nikkei Sho 2015,2,,,,Nakayama,2500,seven,,,,6,,1,10,6,,,1,,,,1,1,,12,
Nikkei Sho 2015,2,,,,Nakayama,2500,seven,,,,4,,1,2,4,1,,1,,,,1,-2,-5,21,
Nikkei Sho 2015,2,,,,Nakayama,2500,eight,,,,5,1,,1,2,,,1,,,,6,-1,,10,
Nikkei Sho 2015,2,,,,Nakayama,2500,eight,,,,6,,1,4,3,,,,,,,3,,-9,4,
Nikkei Sho 2014,2,,,,Nakayama,2500,one,,,,4,,1,1,1,,,1,,,,6,-1,1,5,
Nikkei Sho 2014,2,,,,Nakayama,2500,two,,,1,4,,1,1,1,,,,,,,3,,7,4,
Nikkei Sho 2014,2,,,,Nakayama,2500,two,,,,10,,1,6,8,,,1,,,,1,-1,-7,47,
Nikkei Sho 2014,2,,,,Nakayama,2500,three,,,,7,,1,15,13,,,1,,1,,2,,7,8,
Nikkei Sho 2014,2,,,,Nakayama,2500,three,,,,6,,1,4,5,,,1,,,,2,,3,26,
Nikkei Sho 2014,2,,,,Nakayama,2500,four,,,,6,,1,2,11,,,1,,,,2,,3,8,
Nikkei Sho 2014,2,,,,Nakayama,2500,four,,,,7,,1,7,7,,,1,,,,1,,1,15,1
Nikkei Sho 2014,2,,,,Nakayama,2500,five,,,,5,,1,4,3,,,,,,,1,,3,39,
Nikkei Sho 2014,2,,,,Nakayama,2500,five,,,,7,,1,11,9,,,1,,,,2,,3,5,
Nikkei Sho 2014,2,,,,Nakayama,2500,six,1,1,1,6,,1,2,4,,,,,,,1,-1,,13,
Nikkei Sho 2014,2,,,,Nakayama,2500,six,,1,1,6,,1,12,16,,,1,,,,1,-1,1,17,
Nikkei Sho 2014,2,,,,Nakayama,2500,seven,,,,4,,1,1,4,,,,,,,6,-1,,10,
Nikkei Sho 2014,2,,,,Nakayama,2500,seven,,,,6,,1,1,5,,,1,,,,3,-1.5,5,11,
Nikkei Sho 2014,2,,,,Nakayama,2500,eight,,,,5,,1,2,1,,,1,,,,2,,1,9,
Nikkei Sho 2014,2,,,,Nakayama,2500,eight,,,,4,,1,9,8,,,1,,,,2,,3,8,
Nikkei Sho 2013,2,,,,Nakayama,2500,one,,1,1,4,,1,6,4,,,,,,,2,,3,5,
Nikkei Sho 2013,2,,,,Nakayama,2500,two,,,,6,,1,11,16,,,1,,,,3,1,5,1,
Nikkei Sho 2013,2,,,,Nakayama,2500,three,,,,6,,1,9,1,,,1,,,,2,1,-11,119,
Nikkei Sho 2013,2,,,,Nakayama,2500,three,,,,7,,1,4,1,,,,,,,2,,7,3,
Nikkei Sho 2013,2,,,,Nakayama,2500,four,,,,5,,1,6,4,,,1,,,,2,,7,3,
Nikkei Sho 2013,2,,,,Nakayama,2500,four,,,,6,,1,8,9,,,1,,,,2,-0.5,1,9,
Nikkei Sho 2013,2,,,,Nakayama,2500,five,,,,10,,1,5,8,,,,,,,5,-1,-5,10,
Nikkei Sho 2013,2,,,,Nakayama,2500,five,,,,4,,1,1,1,,,,,,,6,-1,1,3,
Nikkei Sho 2013,2,,,,Nakayama,2500,six,,,,8,,,2,5,,,,,,,2,,3,8,
Nikkei Sho 2013,2,,,,Nakayama,2500,six,,,,7,,1,10,11,,,1,,,,6,2,,1,
Nikkei Sho 2013,2,,,,Nakayama,2500,seven,,,,7,,1,16,11,,,,,,,3,1,-9,4,
Nikkei Sho 2013,2,,,,Nakayama,2500,seven,,,1,5,,1,2,1,,,1,,,,2,,1,9,
Nikkei Sho 2013,2,,,,Nakayama,2500,eight,,,,5,,1,2,10,,,1,,,,1,,,12,
Nikkei Sho 2013,2,,,,Nakayama,2500,eight,1,1,1,4,,1,5,4,,,,,,,1,1,1,16,
Nikkei Sho 2012,2,,,,Nakayama,2500,one,,,,5,1,,12,11,,,,,,,3,,-9,4,
Nikkei Sho 2012,2,,,,Nakayama,2500,two,,,,9,,1,7,6,,,1,,,,2,,3,8,
Nikkei Sho 2012,2,,,,Nakayama,2500,three,,,,7,,1,12,11,,,1,,,,5,,5,7,
Nikkei Sho 2012,2,,,,Nakayama,2500,three,,,,9,,1,14,13,,,1,,,,3,-1,5,2,
Nikkei Sho 2012,2,,,,Nakayama,2500,four,,,,9,,1,10,6,,,,,,,3,-1.5,-9,4,
Nikkei Sho 2012,2,,,,Nakayama,2500,four,,,,4,,1,8,3,,,1,,,,3,-1,5,14,
Nikkei Sho 2012,2,,,,Nakayama,2500,five,,1,1,4,,1,6,2,,,1,,,,2,,3,5,
Nikkei Sho 2012,2,,,,Nakayama,2500,five,1,1,1,6,,1,15,14,,,1,,,,3,2,-9,4,
Nikkei Sho 2012,2,,,,Nakayama,2500,six,,,,5,,1,4,5,,,,,,,3,,-9,4,
Nikkei Sho 2012,2,,,,Nakayama,2500,six,,,,4,,1,7,4,1,,,,,,1,-1,-5,21,
Nikkei Sho 2012,2,,,,Nakayama,2500,seven,,,,6,,1,1,15,,,1,,,,3,1,-9,4,
Nikkei Sho 2012,2,,,,Nakayama,2500,seven,,,,4,,1,1,2,,,,,,,6,-1,,10,
Nikkei Sho 2012,2,,,,Nakayama,2500,eight,,,1,5,,1,1,1,,,,,,,2,,3,8,
Nikkei Sho 2012,2,,,,Nakayama,2500,eight,,,,4,,1,4,4,,,1,,,,2,,3,5,
Nikkei Sho 2011,2,,,,Hanshin,2400,one,1,1,1,4,,1,1,1,,,1,,,,2,2,3,6,
Nikkei Sho 2011,2,,,,Hanshin,2400,two,,,,6,,1,4,4,,,1,,,,5,1,5,8,
Nikkei Sho 2011,2,,,,Hanshin,2400,three,,,,7,,1,10,10,,,,,,,2,-1,7,4,
Nikkei Sho 2011,2,,,,Hanshin,2400,four,,,,4,,1,6,6,,,1,,,,2,1,3,6,
Nikkei Sho 2011,2,,,,Hanshin,2400,five,,1,1,4,,1,4,3,,,1,,,,1,3,,13,
Nikkei Sho 2011,2,,,,Hanshin,2400,six,,,,8,,1,7,6,,,,,,,2,1,5,31,
Nikkei Sho 2011,2,,,,Hanshin,2400,seven,,,,8,,1,12,3,,,1,,,,3,-1,-9,5,
Nikkei Sho 2011,2,,,,Hanshin,2400,seven,,,,6,,1,10,13,,,1,,,,6,3,5,1,
Nikkei Sho 2011,2,,,,Hanshin,2400,eight,,,1,4,,1,3,1,,,,,,,2,1,1,10,
Nikkei Sho 2011,2,,,,Hanshin,2400,eight,,,,5,,,14,16,,,1,,,,1,-1,3,39,
Nikkei Sho 2010,2,,,,Nakayama,2500,one,,,,5,1,,1,2,,,,,,,6,1,,1,
Nikkei Sho 2010,2,,,,Nakayama,2500,two,,,,7,,,7,4,,,1,,,,2,-1,-11,15,
Nikkei Sho 2010,2,,,,Nakayama,2500,two,,,,5,,1,13,12,,,1,,,,3,3,-9,5,
Nikkei Sho 2010,2,,,,Nakayama,2500,three,,,,7,,1,1,5,,,1,,,,2,,3,8,
Nikkei Sho 2010,2,,,,Nakayama,2500,three,,,,6,,1,2,6,,,1,,1,,2,1,1,1,1
Nikkei Sho 2010,2,,,,Nakayama,2500,four,1,1,1,7,,1,4,4,,,,,,,2,,3,8,
Nikkei Sho 2010,2,,,,Nakayama,2500,four,,,,4,,1,7,7,,,1,,,,3,2,-9,5,
Nikkei Sho 2010,2,,,,Nakayama,2500,five,,1,1,9,,1,3,11,,,1,,,,1,,,12,
Nikkei Sho 2010,2,,,,Nakayama,2500,five,,,,6,,1,12,17,,,1,,,,3,2,5,1,
Nikkei Sho 2010,2,,,,Nakayama,2500,six,,,,5,,1,3,2,,,,,,,3,1,7,15,
Nikkei Sho 2010,2,,,,Nakayama,2500,six,,,,7,1,,10,15,,,1,,,,3,4,-9,5,
Nikkei Sho 2010,2,,,,Nakayama,2500,seven,,,,8,,1,14,14,,,,,,,2,,7,3,
Nikkei Sho 2010,2,,,,Nakayama,2500,seven,,,1,6,,1,1,13,,,,,,,2,1,7,3,
Nikkei Sho 2010,2,,,,Nakayama,2500,eight,,,,7,,1,7,6,,,1,,,,5,2,7,2,
Nikkei Sho 2010,2,,,,Nakayama,2500,eight,,,,4,,1,1,2,1,,,,,,1,1,1,42,
Nikkei Sho 2009,2,,,,Nakayama,2500,one,1,1,1,5,,1,6,3,,,1,,,,2,,3,8,
Nikkei Sho 2009,2,,,,Nakayama,2500,two,,,,8,,1,11,12,,,1,,,,1,1,,12,
Nikkei Sho 2009,2,,,,Nakayama,2500,three,,,,4,,1,1,5,,,1,,,,6,2,-1,3,
Nikkei Sho 2009,2,,,,Nakayama,2500,three,,,,7,,1,4,5,,,,,,,2,,7,3,
Nikkei Sho 2009,2,,,,Nakayama,2500,four,,,,7,,,9,12,,,1,,,,2,2,1,9,
Nikkei Sho 2009,2,,,,Nakayama,2500,four,,,,4,,1,8,8,,,1,,,,3,1,5,11,
Nikkei Sho 2009,2,,,,Nakayama,2500,five,,1,1,6,,1,4,9,,,,,,,2,,3,8,
Nikkei Sho 2009,2,,,,Nakayama,2500,five,,,,5,,1,4,9,,,,,1,,5,1,5,4,1
Nikkei Sho 2009,2,,,,Nakayama,2500,six,,,,4,,1,1,1,,,,,,,6,,1,3,
Nikkei Sho 2009,2,,,,Nakayama,2500,six,,,,5,,1,1,3,,,1,,,,2,2,,42,
Nikkei Sho 2009,2,,,,Nakayama,2500,seven,,,,6,,1,1,4,,,,,,,2,1,3,8,
Nikkei Sho 2009,2,,,,Nakayama,2500,seven,,,1,4,,1,1,2,,,1,,,,3,3,-9,5,
Nikkei Sho 2009,2,,,,Nakayama,2500,eight,,,,10,,1,8,11,,,1,,,,2,,3,4,
Nikkei Sho 2009,2,,,,Nakayama,2500,eight,,,,5,,1,14,6,,,1,,,,3,,5,1,
Nikkei Sho 2008,2,,,,Nakayama,2500,one,,1,1,7,,1,5,6,,,,,,,2,,3,4,
Nikkei Sho 2008,2,,,,Nakayama,2500,two,,,,7,,1,8,9,,,1,,,,5,1,7,1,
Nikkei Sho 2008,2,,,,Nakayama,2500,three,,,,4,,1,1,6,,,1,,,,3,1,5,2,
Nikkei Sho 2008,2,,,,Nakayama,2500,four,,,,7,,1,14,10,,,1,,,,2,,7,3,
Nikkei Sho 2008,2,,,,Nakayama,2500,four,,,1,7,,1,1,1,,,1,,,,3,0.5,-9,5,
Nikkei Sho 2008,2,,,,Nakayama,2500,five,,,,4,,1,11,3,,,1,,,,5,2,5,6,
Nikkei Sho 2008,2,,,,Nakayama,2500,five,,,,9,,1,3,11,,,,,,,2,,3,4,
Nikkei Sho 2008,2,,,,Nakayama,2500,six,,,,4,,1,3,4,,,,,1,,5,2,5,4,1
Nikkei Sho 2008,2,,,,Nakayama,2500,six,1,1,1,5,,1,1,9,,,,,,,1,2,,13,
Nikkei Sho 2008,2,,,,Nakayama,2500,seven,,,,7,,1,6,4,,,1,,1,,5,1,5,2,
Nikkei Sho 2008,2,,,,Nakayama,2500,seven,,,,6,,,14,7,,,1,,,,2,2,1,9,
Nikkei Sho 2008,2,,,,Nakayama,2500,eight,,,,7,,1,10,12,,,,,,,1,1,,13,
Nikkei Sho 2008,2,,,,Nakayama,2500,eight,,,,4,,1,2,4,,,,,,,2,5,,43,
Mainichi Hai 2023,3,3,,,Hanshin,1800,one,,,,3,,1,4,5,1,,1,,,,6,,,7,
Mainichi Hai 2023,3,3,,,Hanshin,1800,two,,,,3,,1,5,1,1,,1,,,,4,,-2,8,
Mainichi Hai 2023,3,3,,,Hanshin,1800,three,1,1,1,3,,1,6,11,1,,1,,,,3,,,5,
Mainichi Hai 2023,3,3,,,Hanshin,1800,four,,,,3,,1,2,9,1,,,,,,3,,-2,9,
Mainichi Hai 2023,3,3,,,Hanshin,1800,four,,,,3,,1,3,6,1,,1,,,,1,1,-2,11,
Mainichi Hai 2023,3,3,,,Hanshin,1800,five,,,,3,,1,1,2,1,,,,1,,7,,,3,
Mainichi Hai 2023,3,3,,,Hanshin,1800,five,,,,3,,1,3,2,1,,,,,,6,,,4,
Mainichi Hai 2023,3,3,,,Hanshin,1800,six,,1,1,3,,1,1,1,1,,1,,,,6,,2,4,
Mainichi Hai 2023,3,3,,,Hanshin,1800,six,,,,3,,1,5,6,1,,1,,,,6,,-6,1,
Mainichi Hai 2023,3,3,,,Hanshin,1800,seven,,,,3,,1,2,10,1,,,,,,6,,,4,
Mainichi Hai 2023,3,3,,,Hanshin,1800,seven,,,,3,,1,3,5,1,,1,,,,4,,2,10,
Mainichi Hai 2023,3,3,,,Hanshin,1800,eight,,,,3,,1,1,1,1,,1,,,,7,,-4,6,
Mainichi Hai 2023,3,3,,,Hanshin,1800,eight,,,1,3,,1,1,3,1,,,,,,6,,,2,
Mainichi Hai 2022,3,3,,,Hanshin,1800,one,,,1,3,,1,1,2,1,,,,,,6,,,7,
Mainichi Hai 2022,3,3,,,Hanshin,1800,two,,,,3,,1,12,1,1,,1,,,,1,2,-2,12,
Mainichi Hai 2022,3,3,,,Hanshin,1800,three,,,,3,,1,2,4,1,,,,,,6,,2,5,
Mainichi Hai 2022,3,3,,,Hanshin,1800,four,1,1,1,3,,1,1,2,1,,1,,,,6,,,2,
Mainichi Hai 2022,3,3,,,Hanshin,1800,five,,,,3,,1,6,4,1,,,,,,3,,-2,9,
Mainichi Hai 2022,3,3,,,Hanshin,1800,six,,,,3,,1,2,1,1,,1,,,,4,,-2,8,
Mainichi Hai 2022,3,3,,,Hanshin,1800,seven,,1,1,3,,1,1,2,1,,1,,,,7,,,7,
Mainichi Hai 2022,3,3,,,Hanshin,1800,seven,,,,3,,1,1,1,1,,1,,,,6,,,4,
Mainichi Hai 2022,3,3,,,Hanshin,1800,eight,,,,3,,1,1,3,1,,,,,,7,,,4,
Mainichi Hai 2022,3,3,,,Hanshin,1800,eight,,,,3,,1,7,7,1,,1,,,,3,1,-2,16,
Mainichi Hai 2021,3,3,,,Hanshin,1800,one,,,1,3,,1,1,1,1,,1,,,,7,,-2,1,
Mainichi Hai 2021,3,3,,,Hanshin,1800,two,,,,3,,1,8,12,1,,1,,,,3,,,5,
Mainichi Hai 2021,3,3,,,Hanshin,1800,three,,,,3,,1,5,3,1,,,,,,4,,-2,8,
Mainichi Hai 2021,3,3,,,Hanshin,1800,four,,,,3,,1,1,1,1,,,,,,7,,-2,7,
Mainichi Hai 2021,3,3,,,Hanshin,1800,five,,,,3,,1,11,7,1,,,,,,3,,2,10,
Mainichi Hai 2021,3,3,,,Hanshin,1800,six,1,1,1,3,,1,3,2,1,,1,,,,3,,,5,
Mainichi Hai 2021,3,3,,,Hanshin,1800,seven,,1,1,3,,1,1,1,1,,,,,,6,,,7,
Mainichi Hai 2021,3,3,,,Hanshin,1800,eight,,,,3,,1,1,8,1,,1,,,,7,,2,2,
Mainichi Hai 2021,3,3,,,Hanshin,1800,eight,,,,3,,1,1,2,1,,1,,,,7,,2,6,
Mainichi Hai 2020,3,3,,,Hanshin,1800,one,,,,3,,1,1,3,1,,1,,1,,6,,,2,
Mainichi Hai 2020,3,3,,,Hanshin,1800,two,,1,1,3,,1,3,1,1,,1,,,,3,,,6,
Mainichi Hai 2020,3,3,,,Hanshin,1800,three,,,,3,1,,1,7,1,,,,,,7,,2,1,
Mainichi Hai 2020,3,3,,,Hanshin,1800,four,,,,3,1,,1,6,1,,,,,,6,,2,23,
Mainichi Hai 2020,3,3,,,Hanshin,1800,five,,,1,3,,1,2,2,1,,1,,,,6,,,2,
Mainichi Hai 2020,3,3,,,Hanshin,1800,six,,,,3,,1,2,4,1,,1,,,,3,,,6,
Mainichi Hai 2020,3,3,,,Hanshin,1800,seven,,,,3,,1,4,6,1,,1,,,,6,,,2,
Mainichi Hai 2020,3,3,,,Hanshin,1800,seven,1,1,1,3,,1,1,2,1,,1,,,,6,,2,5,
Mainichi Hai 2020,3,3,,,Hanshin,1800,eight,,,,3,,1,1,6,1,,,,,,6,1,,21,
Mainichi Hai 2020,3,3,,,Hanshin,1800,eight,,,,3,,1,1,1,1,,,,1,,6,,1,7,
Mainichi Hai 2019,3,3,,,Hanshin,1800,one,1,1,1,3,,1,1,2,1,,,,,,6,,,2,
Mainichi Hai 2020,3,3,,,Hanshin,1800,two,,1,1,3,,1,1,1,1,,,,,,6,1,,16,
Mainichi Hai 2021,3,3,,,Hanshin,1800,three,,,,3,,1,3,5,1,,,,,,6,,,4,
Mainichi Hai 2022,3,3,,,Hanshin,1800,four,,,,3,,1,1,2,1,,1,,,,7,,2,2,
Mainichi Hai 2023,3,3,,,Hanshin,1800,four,,,,3,,1,13,4,1,,1,,,,1,2,2,13,
Mainichi Hai 2024,3,3,,,Hanshin,1800,five,,,,3,,1,2,4,1,,,,,,6,1,,11,
Mainichi Hai 2025,3,3,,,Hanshin,1800,five,,,,3,,1,1,7,1,,1,,,,7,,,3,
Mainichi Hai 2026,3,3,,,Hanshin,1800,six,,,,3,,1,6,8,1,,1,,,,3,,,6,
Mainichi Hai 2027,3,3,,,Hanshin,1800,six,,,,3,,1,8,1,1,,1,,,,3,,2,10,
Mainichi Hai 2028,3,3,,,Hanshin,1800,seven,,,,3,,1,6,6,1,,1,,,,5,1,,21,
Mainichi Hai 2029,3,3,,,Hanshin,1800,seven,,,,3,,1,2,10,1,,,,,,3,,2,10,
Mainichi Hai 2030,3,3,,,Hanshin,1800,eight,,,,3,,1,1,1,1,,,,1,,3,,,3,1
Mainichi Hai 2031,3,3,,,Hanshin,1800,eight,,,1,3,,1,4,1,1,,1,,,,3,,,6,
Mainichi Hai 2018,3,3,,,Hanshin,1800,one,1,1,1,3,,1,1,2,1,,,,,,6,,-6,6,
Mainichi Hai 2018,3,3,,,Hanshin,1800,two,,,,3,,1,1,2,1,,,,,,7,,-4,7,
Mainichi Hai 2018,3,3,,,Hanshin,1800,three,,,1,3,,1,1,2,1,,,,,,6,,2,9,
Mainichi Hai 2018,3,3,,,Hanshin,1800,four,,,,3,,1,1,1,1,,,,,,6,1,-2,11,
Mainichi Hai 2018,3,3,,,Hanshin,1800,five,,1,1,3,,1,1,1,1,,1,,,,6,,-2,4,
Mainichi Hai 2018,3,3,,,Hanshin,1800,six,,,,3,,1,4,9,1,,,,,,6,,,2,
Mainichi Hai 2018,3,3,,,Hanshin,1800,seven,,,,3,,1,1,3,1,,,,,,6,,,4,
Mainichi Hai 2018,3,3,,,Hanshin,1800,seven,,,,3,,1,3,8,1,,,,,,5,,-2,8,
Mainichi Hai 2018,3,3,,,Hanshin,1800,eight,,,,3,,1,2,4,1,,1,,,,5,,-2,8,
Mainichi Hai 2018,3,3,,,Hanshin,1800,eight,,,,3,,1,1,2,1,,1,,,,7,,-2,3,
Mainichi Hai 2017,3,3,,,Hanshin,1800,one,,1,1,3,,1,2,1,1,,,,,,3,,,6,
Mainichi Hai 2017,3,3,,,Hanshin,1800,two,,,,3,,1,1,9,1,,,,1,,5,1,4,1,
Mainichi Hai 2017,3,3,,,Hanshin,1800,three,1,1,1,3,,1,6,2,1,,1,,,,3,,2,10,
Mainichi Hai 2017,3,3,,,Hanshin,1800,four,,,,3,,1,1,1,1,,1,,,,6,,,2,
Mainichi Hai 2017,3,3,,,Hanshin,1800,five,,,,3,,1,4,3,1,,1,,,,3,,2,10,
Mainichi Hai 2017,3,3,,,Hanshin,1800,six,,,1,3,,1,3,1,1,,1,,,,5,,-4,3,
Mainichi Hai 2017,3,3,,,Hanshin,1800,seven,,,,3,,1,2,2,1,,1,,,,6,,,2,
Mainichi Hai 2017,3,3,,,Hanshin,1800,eight,,,,3,,1,2,7,1,,,,,,3,,-2,9,
Mainichi Hai 2016,3,3,,,Hanshin,1800,one,,,,3,,1,3,7,1,,1,,,,3,,2,3,
Mainichi Hai 2016,3,3,,,Hanshin,1800,two,,1,1,3,,1,5,1,1,,1,,,,3,,2,3,
Mainichi Hai 2016,3,3,,,Hanshin,1800,three,,,,3,1,,9,10,1,,1,,,,6,,6,1,
Mainichi Hai 2016,3,3,,,Hanshin,1800,four,,,,3,,1,1,1,1,,,,,,7,,2,5,
Mainichi Hai 2016,3,3,,,Hanshin,1800,five,,,1,3,,1,4,4,1,,1,,,,2,,-2,2,
Mainichi Hai 2016,3,3,,,Hanshin,1800,six,,,,3,,1,10,8,1,,1,,,,6,,-2,5,
Mainichi Hai 2016,3,3,,,Hanshin,1800,seven,,,,3,1,,1,5,1,,1,,,,7,,4,1,
Mainichi Hai 2016,3,3,,,Hanshin,1800,seven,,,,3,,1,5,6,1,,1,,,,6,,2,9,
Mainichi Hai 2016,3,3,,,Hanshin,1800,eight,,,,3,,1,1,3,1,,,,1,,7,1,1,5,
Mainichi Hai 2016,3,3,,,Hanshin,1800,eight,1,1,1,3,,1,6,2,1,,1,,,,3,,,5,
Mainichi Hai 2015,3,3,,,Hanshin,1800,one,,,,3,,1,2,4,1,,1,,,,6,,2,9,
Mainichi Hai 2015,3,3,,,Hanshin,1800,two,,,,3,,1,4,6,1,,,,,,3,,,6,
Mainichi Hai 2015,3,3,,,Hanshin,1800,two,,,,3,,1,1,2,1,,1,,,,6,,,2,
Mainichi Hai 2015,3,3,,,Hanshin,1800,three,,,,3,,1,4,1,1,,1,,,,3,,2,3,
Mainichi Hai 2015,3,3,,,Hanshin,1800,three,,,,3,,1,2,9,1,,,,,,3,,2,10,
Mainichi Hai 2015,3,3,,,Hanshin,1800,four,,,,3,,1,5,5,1,,1,,,,6,,,2,
Mainichi Hai 2015,3,3,,,Hanshin,1800,four,,,,3,,1,6,6,1,,1,,,,3,,,5,
Mainichi Hai 2015,3,3,,,Hanshin,1800,five,,1,1,3,,1,2,2,1,,1,,,,6,,,4,
Mainichi Hai 2015,3,3,,,Hanshin,1800,five,1,1,1,3,,1,4,8,1,,1,,,,3,,,5,
Mainichi Hai 2015,3,3,,,Hanshin,1800,six,,,,3,,1,3,1,1,,,,,,5,1,-2,8,
Mainichi Hai 2015,3,3,,,Hanshin,1800,six,,,,3,,1,1,1,1,,,,,,6,,-6,1,
Mainichi Hai 2015,3,3,,,Hanshin,1800,seven,,,,3,,1,1,5,1,,1,,,,6,,,8,
Mainichi Hai 2015,3,3,,,Hanshin,1800,seven,,,,3,,1,3,3,1,,,,,,3,,,6,
Mainichi Hai 2015,3,3,,,Hanshin,1800,eight,,,,3,,1,1,3,1,,,,,,6,,-2,5,
Mainichi Hai 2015,3,3,,,Hanshin,1800,eight,,,1,3,,1,3,4,1,,1,,,,3,,,5,
Mainichi Hai 2014,3,3,,,Hanshin,1800,one,1,1,1,3,,1,4,7,1,,1,,,,3,,,4,
Mainichi Hai 2014,3,3,,,Hanshin,1800,two,,1,1,3,,1,7,2,1,,1,,,,3,,2,3,
Mainichi Hai 2014,3,3,,,Hanshin,1800,three,,,,3,,1,1,1,1,,1,,1,,7,,,1,
Mainichi Hai 2014,3,3,,,Hanshin,1800,three,,,,3,,1,4,4,1,,1,,,,3,,,6,
Mainichi Hai 2014,3,3,,,Hanshin,1800,four,,,,3,,1,1,1,1,,1,,,,6,,,4,
Mainichi Hai 2014,3,3,,,Hanshin,1800,four,,,,3,,1,6,5,1,,,,,,2,,-2,2,
Mainichi Hai 2014,3,3,,,Hanshin,1800,five,,,,3,,1,5,12,1,,1,,,,2,,,,
Mainichi Hai 2014,3,3,,,Hanshin,1800,five,,,,3,,1,1,5,1,,1,,,,6,,2,1,
Mainichi Hai 2014,3,3,,,Hanshin,1800,six,,,,3,,1,1,2,1,,1,,,,7,,,3,
Mainichi Hai 2014,3,3,,,Hanshin,1800,six,,,,3,,1,1,6,1,,1,,,,7,,-4,1,
Mainichi Hai 2014,3,3,,,Hanshin,1800,seven,,,,3,,1,3,1,1,,1,,,,6,,2,4,
Mainichi Hai 2014,3,3,,,Hanshin,1800,seven,,,,3,,1,1,1,1,,1,,,,6,,-6,6,
Mainichi Hai 2014,3,3,,,Hanshin,1800,eight,,,,3,,1,11,15,1,,1,,1,,6,,4,1,
Mainichi Hai 2014,3,3,,,Hanshin,1800,eight,,,1,3,,1,1,3,1,,1,,,,6,,,5,
Mainichi Hai 2013,3,3,,,Hanshin,1800,one,,,,3,,1,7,5,1,,1,,,,3,,2,3,
Mainichi Hai 2013,3,3,,,Hanshin,1800,two,,,,3,,1,4,4,1,,1,,,,6,,,2,
Mainichi Hai 2013,3,3,,,Hanshin,1800,three,,,,3,,1,1,2,1,,1,,,,7,,,2,
